Subject,Course,Section,Room,Instructor,Credits,Classes/week,Instructor preference,Instructor Time preference,Course Time preference,,Course
ARTH,78088,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",3,1,,,Afternoon,,ARTH 78088
ARTH,78099,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",4,1,,,Evening,,ARTH 78099
MATH,10000,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,1,,,Afternoon,,MATH 10000
MATH,10100,8,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,1,,,Evening,,MATH 10100
MATH,10200,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,1,,,Evening,,MATH 10200
MATH,10400,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,2,,,Morning,,MATH 10400
MATH,10500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,2,,,Afternoon,,MATH 10500
MATH,12400,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,1,,,Morning,,MATH 12400
MATH,12400,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,1,,,Evening,,MATH 12400
MATH,12550,8,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,2,,,Morning,,MATH 12550
MATH,12550,12,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,1,,,"Afternoon,Evening",,MATH 12550
MATH,14000,2,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,2,,,Morning,,MATH 14000
MATH,15000,7,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,1,,,Morning,,MATH 15000
MATH,15500,3,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,1,,,,,MATH 15500
MATH,15600,2,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,1,,,Evening,,MATH 15600
MATH,16000,3,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,1,,,Morning,,MATH 16000
MATH,25000,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,2,,,"Afternoon,Evening",,MATH 25000
MATH,25400,2,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,2,,,Afternoon,,MATH 25400
MATH,25500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,1,,,Afternoon,,MATH 25500
MATH,26000,2,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,1,,,,,MATH 26000
MATH,30100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,1,,,Evening,,MATH 30100
MATH,31100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,1,,,Evening,,MATH 31100
MATH,33100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,2,,,Evening,,MATH 33100
MATH,35100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,1,,,Evening,,MATH 35100
MATH,37200,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,1,,,Evening,,MATH 37200
MATH,38500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,2,,,Evening,,MATH 38500
MATH,48500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,2,,,Evening,,MATH 48500
MATH,60100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,2,,,,,MATH 60100
MATH,62100,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,1,,,Afternoon,,MATH 62100
MATH,63000,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,1,,,Morning,,MATH 63000
MATH,63400,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",3,1,,,Morning,,MATH 63400
MATH,63500,1,"West Bldg W215,ThomHunter 505,West Bldg W204,North Bldg 306,West Bldg W511,West Bldg W224,North Bldg C100,West Bldg W206,West Bldg W509,West Bldg W208,ThomHunter 412,West Bldg W116,West Bldg W415,East Bldg E921,North Bldg C102,West Bldg W605,ThomHunter 414,North Bldg 531,ThomHunter 407,East Bldg E919,East Bldg E920,West Bldg W603,West Bldg W113,West Bldg W706,West Bldg WB130,North Bldg 118,West Bldg W508,West Bldg W615,North Bldg C004,North Bldg 1036,West Bldg W214,North Bldg 1311,West Bldg W117,North Bldg C101,North Bldg C110,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,ThomHunter 502,West Bldg W506,West Bldg W205,West Bldg W412,West Bldg W505,West Bldg W609","Shneerson Lev,Samra Michael,Bendersky Martin,Thompson Robert D,Chess Daniel,Shankar Subash",4,2,,,Morning,,MATH 63500
